score,reason,province,name_a,city_a,sources_a,name_b,city_b,sources_b,evidence_b,decision,reviewer,notes
0.828,same-name-different-city,Ontario,IEM Basketball,Newmarket/Aurora,"census-2026-07,community-sweep,municipal-directory,oba-kml,ontario-csv",IBSA Basketball,Hamilton,municipal-directory,https://www.sporthamilton.com/sport-clubs-basketball,,,
0.828,same-name-different-city,Ontario,JUMP Basketball,Mississauga/Brampton/Oakville/Milton/Burlington/Vaughan/Oshawa,"census-2026-07,contact-enrichment,municipal-directory,oba-kml,ontario-circuit-list,ontario-csv",J17 Basketball,"Markham (190 Allstate Pkwy #102, Markham, ON L3R 6H3)",browser-sweep,https://j17basketball.com/rep-teams,,,
0.827,same-name-different-city,Nova Scotia,Amherst Minor Basketball Association (AMBA),Amherst,census-2026-07,Antigonish Minor Basketball Association (AMBA),Antigonish,census-2026-07,https://basketballnovascotia.ca/content/member-clubs,,,
0.822,same-name-different-city,Alberta,South Stoney Basketball Association (Bobcats),Calgary,census-2026-07,Southeast Swarm Basketball Association (SEBA),Edmonton,census-2026-07,http://www.southeastbasketball.com/content/2025--26-program-information,distinct,auto-rule,both are census municipalities (Calgary / Edmonton); kept separate - override if they are one club
0.822,same-name-different-city,New Brunswick,River Valley Basketball Association (RVBA),Grand Bay-Westfield,census-2026-07,Riverview Minor Basketball Association (RMBA),Riverview,census-2026-07,https://www.rmba.ca/,,,
0.82,same-name-different-city,Quebec,Club de Basketball de l'Ouest — CBO Cavaliers (Cavaliers Île-Perrot),Notre-Dame-de-l'Île-Perrot (Vaudreuil-Soulanges),census-2026-07,Club de basketball de Chicoutimi (Noir et Or / Mustangs),Saguenay (Chicoutimi),census-2026-07,https://noiretor.com/Informations,distinct,auto-rule,both are census municipalities (Notre-Dame-de-l'Île-Perrot (Vaudreuil-Soulanges) / Saguenay (Chicoutimi)); kept separate - override if they are one club
0.818,same-name-different-city,Ontario,Scarborough Basketball Association (SBA),Scarborough,"census-2026-07,community-sweep,oba-kml",Stratford Basketball Association,Stratford,community-sweep,https://centraleastontario.cioc.ca/record/PER0736,,,
0.814,same-name-different-city,British Columbia,North Vancouver Basketball Club,North Vancouver,census-2026-07,North Surrey Basketball Club (NSBC),Surrey,census-2026-07,https://nsbc.ca/,distinct,auto-rule,both are census municipalities (North Vancouver / Surrey); kept separate - override if they are one club
0.812,same-name-different-city,Alberta,Dunks Basketball,Calgary,census-2026-07,Devon Basketball (Devon Spring Basketball),Devon,census-2026-07,https://devonbasketball.weebly.com/,distinct,auto-rule,both are census municipalities (Calgary / Devon); kept separate - override if they are one club
0.812,same-name-different-city,British Columbia,AIM Basketball,Burnaby,census-2026-07,Academy Basketball,Vancouver,census-2026-07,https://www.academybasketball.com/programs/nike-3-on-3-league,distinct,auto-rule,both are census municipalities (Burnaby / Vancouver); kept separate - override if they are one club
0.805,same-name-different-city,Quebec,Association de Basketball de Lanaudière (LANO),Repentigny,census-2026-07,Association de basketball de Trois-Rivières (ABBTR – Storm),Trois-Rivières,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/mauricie.html,distinct,auto-rule,both are census municipalities (Repentigny / Trois-Rivières); kept separate - override if they are one club
0.8,same-name-different-city,Alberta,ICONS Basketball Club,Calgary,census-2026-07,Infinity Basketball Club,La Crete,census-2026-07,https://www.aybc.ca/2020-club-members-1/infinity-basketball-club,,,
0.8,same-name-different-city,Alberta,Rustlers Girls Basketball,Acme / Linden,census-2026-07,Rustlers Youth Basketball (Lakeland College),Lloydminster,census-2026-07,http://rustlersyouthbasketball.ca/,,,
0.8,same-name-different-city,British Columbia,DRIVE Basketball,Surrey,census-2026-07,Dynamite Basketball,Vancouver,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Surrey / Vancouver); kept separate - override if they are one club
0.8,same-name-different-city,Quebec,RSEQO (Réseau du sport étudiant - Outaouais),Gatineau,census-2026-07,RSEQM (Réseau du sport étudiant - Mauricie),Trois-Rivières,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),distinct,auto-rule,both are census municipalities (Gatineau / Trois-Rivières); kept separate - override if they are one club
0.8,same-name-different-city,Quebec,Club de basketball Bleu et Or (Jonquière),Saguenay (Jonquière),census-2026-07,Club de Basketball les Astéries,Victoriaville,census-2026-07,https://www.asteriebasketball.com/en/about,distinct,auto-rule,both are census municipalities (Saguenay (Jonquière) / Victoriaville); kept separate - override if they are one club
0.8,same-name-different-city,Saskatchewan,Kelvington Jr. NBA community program (SKY Basketball),Kelvington,census-2026-07,Kindersley Jr. NBA community program (SKY Basketball),Kindersley,census-2026-07,https://leagues.teamlinkt.com/skybasketball/Communities,,,
0.8,same-name-different-city,Ontario,Royal Crown School,Toronto,census-2026-07,Royal Crown Academic School,Scarborough,ontario-circuit-list,,,,
0.792,same-name-different-city,Newfoundland & Labrador,Gander Minor Basketball,Gander,census-2026-07,Paradise Minor Basketball,Paradise,census-2026-07,https://paradiseminorbasketball.ca/,distinct,auto-rule,both are census municipalities (Gander / Paradise); kept separate - override if they are one club
0.792,same-name-different-city,Newfoundland & Labrador,Paradise Minor Basketball,Paradise,census-2026-07,Torbay Minor Basketball,Torbay,census-2026-07,https://rocksports.ca/basketball/,distinct,auto-rule,both are census municipalities (Paradise / Torbay); kept separate - override if they are one club
0.79,same-name-different-city,British Columbia,South Langley Basketball Association,Langley,census-2026-07,South Vancouver Island Basketball Association (SVIBA),Victoria,census-2026-07,https://svibasketball.com/,distinct,auto-rule,both are census municipalities (Langley / Victoria); kept separate - override if they are one club
0.789,same-name-different-city,Quebec,Association de Basketball de Châteauguay (CBA Ravens),Châteauguay,census-2026-07,Association de Basketball Born Again (BABE),Montréal,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,distinct,auto-rule,both are census municipalities (Châteauguay / Montréal); kept separate - override if they are one club
0.788,same-name-different-city,Alberta,Titans Basketball (YYC),Calgary,census-2026-07,Taber Basketball,Taber,census-2026-07,https://abbasketball.ca/content/2022-2023-clubs-amp-community-groups-in-good-standing,distinct,auto-rule,both are census municipalities (Calgary / Taber); kept separate - override if they are one club
0.788,same-name-different-city,British Columbia,AIM Basketball,Burnaby,census-2026-07,Athelite Basketball,Surrey,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Burnaby / Surrey); kept separate - override if they are one club
0.788,same-name-different-city,British Columbia,Talib Basketball,North Vancouver,census-2026-07,Thrive Basketball,Surrey,census-2026-07,https://thrivebasketball.ca/,distinct,auto-rule,both are census municipalities (North Vancouver / Surrey); kept separate - override if they are one club
0.788,same-name-different-city,Quebec,EDEM Basketball,Québec City,census-2026-07,"Énergie Basketball (incl. Impact Basketball, Shawinigan Prep, Volts Basketball Féminin)",Shawinigan,census-2026-07,https://www.lenouvelliste.ca/2020/11/12/un-nouveau-programme-de-basket-voit-le-jour-a-shawinigan-d5ed24fb34138565313630a433673a69/,,,
0.788,same-name-different-city,Ontario,YMCA of Eastern Ontario Brockville,Brockville,browser-sweep,YMCA of Eastern Ontario Kingston,Kingston,browser-sweep,https://jr-nba.webflow.io/programs/ymca-of-eastern-ontario-kingston-fall,distinct,auto-rule,both are census municipalities (Brockville / Kingston); kept separate - override if they are one club
0.785,same-name-different-city,Ontario,North Toronto Basketball Association (NTBA),Toronto,"census-2026-07,community-sweep,contact-enrichment,league-harvest,oba-kml,ontario-circuit-list,ontario-csv","Northumberland Minor Basketball Association (formerly Lakeshore Minor Basketball Association, rebranded 2022)",Cobourg (house league Saturdays at Cobourg Collegiate Institute),gap-fill,https://www.northumberlandbasketball.ca/page/show/7488147-house-league-2025-26-,distinct,auto-rule,both are census municipalities (Toronto / Cobourg (house league Saturdays at Cobourg Collegiate Institute)); kept separate - override if they are one club
0.785,same-name-different-city,Ontario,Lindsay Wildcats,Lindsay,"gap-fill,oba-kml",London Wheelchair Basketball Association,London,211-cioc,https://211ontario.ca/service/97167940/london-wheelchair-basketball-association-london-wheelchair-basketball-association/,,,
0.779,same-name-different-city,Alberta,North East Basketball Association (NEBA),Edmonton,census-2026-07,Northern Trailblazers Basketball Association,Fort McMurray,census-2026-07,https://northerntrailblazers.com/index.php/about-us/,,,
0.779,same-name-different-city,Quebec,Unité régionale loisir et sport Côte-Nord,Baie-Comeau,census-2026-07,Unité régionale de loisir et sport du Centre-du-Québec,Drummondville,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),distinct,auto-rule,both are census municipalities (Baie-Comeau / Drummondville); kept separate - override if they are one club
0.778,same-name-different-city,Alberta,Respect Basketball,Calgary,census-2026-07,Rockets Basketball (EYBA club),Edmonton,census-2026-07,http://eyba.ca/content/clubs,distinct,auto-rule,both are census municipalities (Calgary / Edmonton); kept separate - override if they are one club
0.778,same-name-different-city,British Columbia,Splash Basketball,North Vancouver,census-2026-07,Spotters Basketball,Surrey,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (North Vancouver / Surrey); kept separate - override if they are one club
0.776,same-name-different-city,British Columbia,BC Energy Basketball Club,Abbotsford,census-2026-07,BC Swish Basketball Club,Coquitlam,census-2026-07,https://bcswishbasketballclub.com/,distinct,auto-rule,both are census municipalities (Abbotsford / Coquitlam); kept separate - override if they are one club
0.774,same-name-different-city,Quebec,Club de basketball Bleu et Or (Jonquière),Saguenay (Jonquière),census-2026-07,Club de basketball de St-Boniface,Saint-Boniface,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/mauricie.html,distinct,auto-rule,both are census municipalities (Saguenay (Jonquière) / Saint-Boniface); kept separate - override if they are one club
0.774,same-name-different-city,Quebec,Association de Basketball de Saint-Bruno (ABSB),Saint-Bruno-de-Montarville,census-2026-07,Association de basketball de Saint-Jean-sur-Richelieu (Basketball Riverains),Saint-Jean-sur-Richelieu,census-2026-07,https://www.basketballstjean.ca/,distinct,auto-rule,both are census municipalities (Saint-Bruno-de-Montarville / Saint-Jean-sur-Richelieu); kept separate - override if they are one club
0.773,same-name-different-city,Saskatchewan,Sask Sky Basketball,Regina,census-2026-07,Saskatoon SLAM Basketball,Saskatoon,census-2026-07,https://saskatoonslam.com/,distinct,auto-rule,both are census municipalities (Regina / Saskatoon); kept separate - override if they are one club
0.773,same-name-different-city,Ontario,Durham City Basketball,Ajax/Pickering/Whitby/Oshawa,"census-2026-07,community-sweep,oba-kml",Durham Basketball Club,Durham,league-harvest,https://www.cybl.ca/,,,
0.769,same-name-different-city,Alberta,SC Elite Basketball (South Central Elite Basketball Club),Airdrie,census-2026-07,Swan City Basketball,Grande Prairie,census-2026-07,http://www.swancitybasketball.ca/club-bball.html,distinct,auto-rule,both are census municipalities (Airdrie / Grande Prairie); kept separate - override if they are one club
0.769,same-name-different-city,Alberta,Southwest Basketball Association (SWBA),Edmonton,census-2026-07,Strathcona Basketball Association (SBA),Sherwood Park,census-2026-07,http://sbahoops.ca/,,,
0.769,same-name-different-city,Quebec,RSEQCN,Sept-Îles,census-2026-07,RSEQQCA,Ste-Foy,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),,,
0.769,same-name-different-city,Quebec,Association de basketball Némésis (Nemesis Basketball),Terrebonne / Mascouche,census-2026-07,Association de Basketball Amateur des Basques,Trois-Pistoles,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/est-du-quebec.html,,,
0.766,same-name-different-city,Manitoba,Winkler Basketball Club,Winkler,census-2026-07,Westside Basketball Club,Winnipeg,census-2026-07,https://www.basketballmanitoba.ca/search/label/Club%20Tryouts?max-results=100,distinct,auto-rule,both are census municipalities (Winkler / Winnipeg); kept separate - override if they are one club
0.766,same-name-different-city,Quebec,Club de basketball jeunesse Saint-Lin-Laurentides (Titans),Saint-Lin-Laurentides,census-2026-07,Club de basketball Révolution des Laurentides,Terrebonne / Rosemère,census-2026-07,https://www.revolutionbasket.com/fr/index.html,,,
0.765,same-name-different-city,British Columbia,ELEVATE Basketball,Langley,census-2026-07,Excel Basketball,Port Coquitlam,census-2026-07,https://excelbasketball.com/,distinct,auto-rule,both are census municipalities (Langley / Port Coquitlam); kept separate - override if they are one club
0.764,same-name-different-city,British Columbia,Junior Coyotes Basketball,Kelowna,census-2026-07,Junior Timberwolves Basketball (UNBC),Prince George,census-2026-07,https://www.juniortimberwolves.com/,distinct,auto-rule,both are census municipalities (Kelowna / Prince George); kept separate - override if they are one club
0.762,same-name-different-city,New Brunswick,YMCA of Fredericton — Youth Basketball (Jr. NBA),Fredericton,census-2026-07,YMCA of Greater Moncton,Moncton,census-2026-07,https://moncton.ymca.ca/programs/child-youth-programs/,distinct,auto-rule,both are census municipalities (Fredericton / Moncton); kept separate - override if they are one club
0.762,same-name-different-city,Ontario,Burlington Basketball,Burlington,census-2026-07,Bordertown Basketball,Fort Erie/Niagara,census-2026-07,ontario census + enrichment 2026-07-18,,,
0.762,same-name-different-city,Quebec,Association du basketball mineur de Baie-Comeau,Baie-Comeau,census-2026-07,Association du Basketball de Rimouski (ABR),Rimouski,census-2026-07,https://app2.sygaction.com/associationdubasketballderimouski/,distinct,auto-rule,both are census municipalities (Baie-Comeau / Rimouski); kept separate - override if they are one club
0.756,same-name-different-city,Saskatchewan,Martensville Basketball (City of Martensville Recreation / Martensville Thunder),Martensville,census-2026-07,Masterpiece Basketball (Masterpiece Camps),Regina,census-2026-07,https://www.masterpiececamps.com/about,distinct,auto-rule,both are census municipalities (Martensville / Regina); kept separate - override if they are one club
0.755,same-name-different-city,Quebec,Club de Basket-ball Jonquière,Jonquière,census-2026-07,Club de basketball Magog,Magog,census-2026-07,https://www.basketballmagog.com/2025-2026,,,
0.754,same-name-different-city,Quebec,Club de basketball Drummondville,Drummondville,census-2026-07,Club de Basket-ball Jonquière,Jonquière,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),,,
0.746,same-name-different-city,Quebec,Club de basketball de St-Boniface,Saint-Boniface,census-2026-07,Club de Basketball Saint-Hyacinthe (STH) / V-Kings de Saint-Hyacinthe (formerly Vikings),Saint-Hyacinthe,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/richelieu-yamaska.html,distinct,auto-rule,both are census municipalities (Saint-Boniface / Saint-Hyacinthe); kept separate - override if they are one club
0.742,same-name-different-city,Quebec,École secondaire Jean-de-Brébeuf,Limoilou,census-2026-07,École secondaire Saint-Gabriel (CSSMI),Sainte-Thérèse QC,contact-enrichment,,,,
0.737,same-name-different-city,British Columbia,Splash Basketball,North Vancouver,census-2026-07,Strathcona Basketball,Vancouver,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (North Vancouver / Vancouver); kept separate - override if they are one club
0.737,same-name-different-city,Manitoba,Prairie Basketball League (PBL) / PBL Select,Niverville area (Eastman/Central region),census-2026-07,Prairie Elite Basketball Academy,Winkler,census-2026-07,https://www.basketballmanitoba.ca/2018/11/prairie-elite-basketball-academy.html,,,
0.735,same-name-different-city,British Columbia,VanCity Basketball Academy,North Vancouver,census-2026-07,Vancity Prep Basketball,Surrey,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (North Vancouver / Surrey); kept separate - override if they are one club
0.732,same-name-different-city,British Columbia,Vic City Basketball,Esquimalt,census-2026-07,Vic Howlers Basketball,Victoria,census-2026-07,https://vichowlers.ca/,distinct,auto-rule,both are census municipalities (Esquimalt / Victoria); kept separate - override if they are one club
0.732,same-name-different-city,Ontario,Grassroots Niagara,Niagara,census-2026-07,Grassroots Elite Canada,Ontario-wide,census-2026-07,ontario census + enrichment 2026-07-18,,,
0.732,same-name-different-city,Quebec,Académie des Lions inc.,Candiac / Delson / La Prairie,census-2026-07,Académie De La Cité (École De La Cité),Gatineau,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/outaouais.html,,,
0.727,same-name-different-city,Quebec,RSEQCE,Centre-du-Québec,census-2026-07,RSEQO (Réseau du sport étudiant - Outaouais),Gatineau,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),,,
0.727,same-name-different-city,Quebec,RSEQO (Réseau du sport étudiant - Outaouais),Gatineau,census-2026-07,RSEQLL,Sainte-Thérèse,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),distinct,auto-rule,both are census municipalities (Gatineau / Sainte-Thérèse); kept separate - override if they are one club
0.727,same-name-different-city,Ontario,St. Jude's Prep,Mississauga,ontario-circuit-list,St Judes,"likely parish/school-affiliated, name suggests a Catholic parish/school team",browser-sweep,https://torontobigleague.ca/standings,,,
0.724,same-name-different-city,Saskatchewan,Moose Jaw Spartans (Spartans Club Basketball),Moose Jaw,census-2026-07,Moosomin Basketball Club,Moosomin,census-2026-07,https://www.basketballsask.com/member-organizations/currentmembers,,,
0.723,same-name-different-city,British Columbia,JR Cascades Basketball (UFV),Abbotsford,census-2026-07,Junior Coyotes Basketball,Kelowna,census-2026-07,https://www.gocoyotes.ca/,distinct,auto-rule,both are census municipalities (Abbotsford / Kelowna); kept separate - override if they are one club
0.723,same-name-different-city,British Columbia,West Coast Swish Basketball,Abbotsford,census-2026-07,Westshore Basketball (Westshore Basketball Association),Langford,census-2026-07,https://www.westshorebasketball.com/,distinct,auto-rule,both are census municipalities (Abbotsford / Langford); kept separate - override if they are one club
0.722,same-name-different-city,Alberta,Rockets Basketball (EYBA club),Edmonton,census-2026-07,Raymond Basketball,Raymond,census-2026-07,http://www.abbasketball.ca/content/association-amp-club-listing,,,
0.719,same-name-different-city,Quebec,Club de Basket-ball Jonquière,Jonquière,census-2026-07,Club de Basketball de Montréal-Nord (CBMN),Montréal (Montréal-Nord),census-2026-07,https://www.zeffy.com/en-US/ticketing/adhesions-de-club-de-basketball-de-montral-nord-cbmn--2025,,,
0.714,same-name-different-city,Ontario,Durham City Basketball,Ajax/Pickering/Whitby/Oshawa,"census-2026-07,community-sweep,oba-kml",Durham City Bulldogs,Durham,league-harvest,https://www.cybl.ca/,,,
0.71,same-name-different-city,Newfoundland & Labrador,Central Wolves,Central NL,census-2026-07,Central Athletics,Grand Falls-Windsor,census-2026-07,https://www.facebook.com/people/Central-Athletics/61565938269237/,,,
0.706,same-name-different-city,British Columbia,West Coast Basketball,Surrey,census-2026-07,West Vancouver Basketball Club (WVBC),West Vancouver,census-2026-07,https://www.wvbc.ca/,distinct,auto-rule,both are census municipalities (Surrey / West Vancouver); kept separate - override if they are one club
0.706,same-name-different-city,Quebec,Académie De La Cité (École De La Cité),Gatineau,census-2026-07,Académie d'Alma (Alma Prep),Alma QC,contact-enrichment,,,,
0.706,same-name-different-city,Quebec,Amazones Basketball,Laval,census-2026-07,AGBU basketball (Armenian General Benevolent Union),Montréal,quebec-sweep,https://qybl.ca/,distinct,auto-rule,both are census municipalities (Laval / Montréal); kept separate - override if they are one club
0.703,same-name-different-city,British Columbia,Mission Basketball,Mission,census-2026-07,MacHoops Basketball,Richmond,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Mission / Richmond); kept separate - override if they are one club
0.698,same-name-different-city,Saskatchewan,Sask Sky Basketball,Regina,census-2026-07,SaskHomeCourt Basketball,Saskatoon,census-2026-07,https://www.saskhomecourt.com/summerleague,distinct,auto-rule,both are census municipalities (Regina / Saskatoon); kept separate - override if they are one club
0.696,same-name-different-city,Alberta,Rockets Basketball (EYBA club),Edmonton,census-2026-07,Rocky Rapids Basketball Club,Rocky Mountain House,census-2026-07,https://www.rockyrapidsbball.com/,distinct,auto-rule,both are census municipalities (Edmonton / Rocky Mountain House); kept separate - override if they are one club
0.696,same-name-different-city,Saskatchewan,Regina Community Basketball Association (RCBA),Regina,census-2026-07,Rosewood Community Association — Youth Basketball,Saskatoon,census-2026-07,https://www.myrosewood.ca/basketball.html,distinct,auto-rule,both are census municipalities (Regina / Saskatoon); kept separate - override if they are one club
0.688,same-name-different-city,British Columbia,North Delta Basketball Association (NDBA),Delta (North Delta),census-2026-07,North Shore Basketball Academy,North Vancouver,census-2026-07,https://www.northshorebasketballacademy.com/,distinct,auto-rule,both are census municipalities (Delta (North Delta) / North Vancouver); kept separate - override if they are one club
0.684,same-name-different-city,Alberta,ACE Basketball (formerly Gotham Basketball Academy / Gotham Hoops),Calgary,census-2026-07,AB Elite Basketball Club,Camrose,census-2026-07,https://www.abbasketball.ca/content/Alberta-Club-Map,distinct,auto-rule,both are census municipalities (Calgary / Camrose); kept separate - override if they are one club
0.684,same-name-different-city,British Columbia,TransCanada Basketball (TC Athletics),Chilliwack,census-2026-07,Talib Basketball,North Vancouver,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Chilliwack / North Vancouver); kept separate - override if they are one club
0.682,same-name-different-city,Alberta,Swan City Basketball,Grande Prairie,census-2026-07,Splash Canada Basketball,Red Deer,census-2026-07,https://www.splashcanadabasketball.com/,distinct,auto-rule,both are census municipalities (Grande Prairie / Red Deer); kept separate - override if they are one club
0.682,same-name-different-city,Ontario,Toronto Athletic Camps,North York,browser-sweep,Trent Athletics Centre,Peterborough,browser-sweep,https://jr-nba.webflow.io/programs/trent-athletics-centre-fall,,,
0.676,same-name-different-city,Quebec,Club de Basket-ball Jonquière,Jonquière,census-2026-07,Club de Basket-ball Panthers de Sherbrooke (Panthers Basketball),Sherbrooke,census-2026-07,https://pantherssherbrooke.com/,,,
0.675,same-name-different-city,Quebec,Club de Basketball Saint-Hyacinthe (STH) / V-Kings de Saint-Hyacinthe (formerly Vikings),Saint-Hyacinthe,census-2026-07,Club de basketball jeunesse Saint-Lin-Laurentides (Titans),Saint-Lin-Laurentides,census-2026-07,https://titanbasketballstlin.com,distinct,auto-rule,both are census municipalities (Saint-Hyacinthe / Saint-Lin-Laurentides); kept separate - override if they are one club
0.667,same-name-different-city,British Columbia,Vancity Prep Basketball,Surrey,census-2026-07,Vancouver Aces Basketball,Vancouver,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Surrey / Vancouver); kept separate - override if they are one club
0.667,same-name-different-city,Ontario,North Region Basketball Association (NRBA),Toronto (GTA-wide),"census-2026-07,community-sweep,oba-kml",North Bay Basketball Academy,North Bay,ontario-circuit-list,,distinct,auto-rule,both are census municipalities (Toronto (GTA-wide) / North Bay); kept separate - override if they are one club
0.667,same-name-different-city,Ontario,Little Hoopers (New Tecumseth Jr NBA Basketball Program),Alliston,gap-fill,Little Dribblers,Brampton,browser-sweep,https://jr-nba.webflow.io/programs/little-dribblers-fall,,,
0.656,same-name-different-city,Newfoundland & Labrador,River Ratz Basketball Association (Aspire Recreation / North River Recreation),North River,census-2026-07,Riverside Raptors Basketball,Newfoundland & Labrador,census-2026-07,https://www.newfoundlandlabradorbasketball.com/membership,,,
0.655,same-name-different-city,Quebec,Club de Basket-ball Jonquière,Jonquière,census-2026-07,Club de Basket Québec 3x3 inc.,Québec City,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/quebecchaudiere-appalaches.html,,,
0.651,same-name-different-city,Saskatchewan,Sask Sky Basketball,Regina,census-2026-07,Stutter Steps Basketball,Saskatoon,census-2026-07,https://www.basketballsask.com/member-organizations/currentmembers,distinct,auto-rule,both are census municipalities (Regina / Saskatoon); kept separate - override if they are one club
0.65,same-name-different-city,British Columbia,JR Cascades Basketball (UFV),Abbotsford,census-2026-07,JR Basketball Club,Langley,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Abbotsford / Langley); kept separate - override if they are one club
0.65,same-name-different-city,British Columbia,NBN Basketball (Nothin' but Net),"Kaleden (serves Penticton, Oliver, Summerland)",census-2026-07,NV Ballers Basketball Club (N.W. Sports Club Society),North Vancouver,census-2026-07,https://nwsportsclub.ca/ballers-basketball,,,
0.65,same-name-different-city,British Columbia,Fastbreak Basketball BC,Burnaby,census-2026-07,Flight Basketball (Flight Basketball Academy),Victoria,census-2026-07,https://www.flightbasketball.ca/,distinct,auto-rule,both are census municipalities (Burnaby / Victoria); kept separate - override if they are one club
0.649,same-name-different-city,Nova Scotia,Kings Minor Basketball Association (KMBA Gators),Berwick / Coldbrook (western Kings County),census-2026-07,Kingston Greenwood Minor Basketball Club,Kingston / Greenwood,census-2026-07,https://basketballnovascotia.ca/content/member-clubs,,,
0.649,same-name-different-city,Quebec,Académie de Basketball LTL,Vaudreuil-Soulanges,census-2026-07,Académie de Basketball Zone / Zone Basketball Academy,Greater Montréal,quebec-sweep,https://zonebasketball.ca/,,,
0.638,same-name-different-city,British Columbia,Fastbreak Basketball BC,Burnaby,census-2026-07,Future Bounce Basketball,Vancouver,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Burnaby / Vancouver); kept separate - override if they are one club
0.636,same-name-different-city,Ontario,IEM Aurora,Aurora,league-harvest,IEM Spartans,York Region (IEM),league-harvest,https://basketball.exposureevents.com/253193/phoenix-basketball-winter-league/teams,,,
0.632,same-name-different-city,British Columbia,Shockers Basketball Academy,Kelowna,census-2026-07,Seymour Basketball Association (Seymour Steve Nash Youth Basketball),North Vancouver,census-2026-07,https://www.vancouversports.com/basketball/seymour-steve-nash-youth-basketball.php,distinct,auto-rule,both are census municipalities (Kelowna / North Vancouver); kept separate - override if they are one club
0.632,same-name-different-city,Newfoundland & Labrador,Outer Cove Basketball,Outer Cove,census-2026-07,Avalon Basketball (Avalon Basketball Association / 709 Basketball),St. John's,census-2026-07,https://www.newfoundlandlabradorbasketball.com/minor-clubs,,,
0.632,same-name-different-city,Ontario,Toronto Phantoms,Toronto,league-harvest,Toronto Athletic Camps,North York,browser-sweep,https://jr-nba.webflow.io/programs/toronto-athletic-camps-fall,,,
0.63,same-name-different-city,Quebec,Club de Basket-ball Jonquière,Jonquière,census-2026-07,Club de basketball Les Tornades de Longueuil,Longueuil,census-2026-07,https://tornades.org/,,,
0.627,same-name-different-city,British Columbia,Sevenfold Sport Basketball,Abbotsford,census-2026-07,Shooting Stars Basketball,Richmond,census-2026-07,https://basketball.bc.ca/clubs/member-clubs-2025-26/,distinct,auto-rule,both are census municipalities (Abbotsford / Richmond); kept separate - override if they are one club
0.625,same-name-different-city,British Columbia,Shooting Stars Basketball,Richmond,census-2026-07,Split Second Basketball,Vancouver,census-2026-07,https://www.splitsecondbasketball.com/club-teams-1,distinct,auto-rule,both are census municipalities (Richmond / Vancouver); kept separate - override if they are one club
0.615,same-name-different-city,Quebec,Académie des Lions inc.,Candiac / Delson / La Prairie,census-2026-07,Académie Basketball Outaouais (ABO),Gatineau,census-2026-07,https://aboutaouais.ca/en/,,,
0.615,same-name-different-city,Ontario,North Bay Spartans,North Bay ON,"contact-enrichment,gap-fill,municipal-directory,oba-kml",North Ballers Corp,Mississauga,browser-sweep,https://jr-nba.webflow.io/programs/north-ballers-corp-fall,,,
0.613,same-name-different-city,British Columbia,West Coast Basketball,Surrey,census-2026-07,West Kelowna Youth Basketball Association (West K Hoops),West Kelowna,census-2026-07,https://westkhoops.ca/,distinct,auto-rule,both are census municipalities (Surrey / West Kelowna); kept separate - override if they are one club
0.606,same-name-different-city,British Columbia,Vic City Basketball,Esquimalt,census-2026-07,Vic City Hoops (vCity Hoops),Victoria,census-2026-07,https://sites.google.com/view/viccityhoops,distinct,auto-rule,both are census municipalities (Esquimalt / Victoria); kept separate - override if they are one club
0.604,same-name-different-city,Alberta,Open Basketball Academy,Edmonton,census-2026-07,Okotoks Basketball Association (OBA Rockies),Okotoks,census-2026-07,https://okotoksbasketball.ca/,distinct,auto-rule,both are census municipalities (Edmonton / Okotoks); kept separate - override if they are one club
